HLF+/+HFD			HLF-/-HFD		
2.69185	3.207006	3.904573	3.605082	3.264142	3.376736
2.69185	3.272111	3.938745	3.605082	3.264142	3.413998
2.69185	3.285132	3.972934	3.605082	3.286258	3.444375
2.69185	3.285132	4.001538	3.664717	3.333089	3.446452
2.69185	3.285132	4.004674	3.692996	3.370592	3.446452
2.69185	3.302417	4.004674	3.692996	3.374401	3.446452
2.69185	3.382974	4.004674	3.692996	3.400374	3.446452
2.69185	3.382974	4.004674	3.692996	3.480846	3.446452
2.69185	3.382974	4.004674	3.711259	3.593545	3.450851
2.69185	3.382974	4.004674	3.817775	3.611051	3.471226
2.69185	3.382974	4.004674	3.860624	3.611051	3.486191
2.69185	3.382974	4.056636	3.860624	3.621953	3.486651
2.69185	3.382974	4.080151	3.860624	3.623902	3.486651
2.69185	3.382974	4.085992	3.860624	3.623902	3.486651
2.69185	3.382974	4.093717	3.860624	3.623902	3.486651
2.69185	3.382974	4.101442	3.860624	3.623902	3.486651
2.69185	3.382974	4.108604	3.860624	3.623902	3.486651
2.69185	3.382974	4.110277	3.860624	3.623902	3.486651
2.69185	3.382974	4.131717	3.860624	3.623902	3.486651
2.69185	3.382974	4.160643	3.860624	3.623902	3.486651
2.69185	3.382974	4.163248	3.860624	3.623902	3.486651
2.69185	3.382974	4.163248	3.860624	3.623902	3.486651
2.69185	3.382974	4.163248	3.860624	3.623902	3.486651
2.738039	3.382974	4.163248	3.860624	3.623902	3.486651
2.766549	3.382974	4.163248	3.960828	3.623902	3.486651
2.766549	3.382974	4.163248	4.072324	3.623902	3.486651
2.766549	3.382974	4.163248	4.072324	3.623902	3.486651
2.766549	3.382974	4.163248	4.073382	3.623902	3.486651
2.766549	3.382974	4.163248	4.089132	3.623902	3.486651
2.766549	3.382974	4.163248	4.107082	3.623902	3.486651
2.766549	3.382974	4.163248	4.109691	3.623902	3.486651
2.766549	3.382974	4.163248	4.109691	3.623902	3.49288
2.766549	3.382974	4.163248	4.109691	3.623902	3.540485
2.766549	3.382974	4.21769	4.109691	3.623902	3.576963
2.766549	3.382974	4.248759	4.109691	3.623902	3.652221
2.766549	3.382974	4.248759	4.109691	3.623902	3.669744
2.766549	3.382974	4.248759	4.109691	3.623902	3.67303
2.766549	3.385769	4.250509	4.109691	3.623902	3.683152
2.766549	3.430741	4.299528	4.109691	3.713304	3.683153
2.766549	3.432464	4.303657	4.109691	3.808235	3.687462
2.766549	3.435323	4.303657	4.109691	3.808235	3.693216
2.766549	3.47245	4.303657	4.109691	3.808235	3.733308
2.767762	3.519586	4.303657	4.109691	3.808235	3.757854
2.858204	3.545526	4.303657	4.109691	3.808235	3.757854
2.862952	3.545589	4.303657	4.109691	3.808235	3.769871
2.897145	3.545589	4.303657	4.109691	3.808235	3.789641
2.98081	3.545589	4.314901	4.109691	3.808235	3.795098
3.023008	3.545589	4.350929	4.109691	3.808235	3.795098
3.031079	3.545589	4.359219	4.109691	3.808235	3.795098
3.031385	3.557784	4.370354	4.109691	3.808235	3.795098
3.038032	3.635926	4.375406	4.109691	3.808235	3.795098
3.038549	3.635926	4.396971	4.109691	3.808235	3.795098
3.038549	3.635926	4.428171	4.109879	3.808235	3.795098
3.038549	3.635926	4.432366	4.26141	3.808235	3.795098
3.080148	3.635926	4.466834	4.291615	3.808303	3.795098
3.166105	3.635926	4.472645	4.291615	3.840121	3.795098
3.166214	3.635926	4.472645	4.291615	3.898261	3.795098
3.166214	3.635926	4.472645	4.291615	3.956348	3.795098
3.166214	3.635926	4.472645	4.291615	3.996073	3.795098
3.166214	3.635926	4.472645	4.291615	4.009805	3.795098
3.166214	3.635926	4.472645	4.291615	4.049784	3.795098
3.166214	3.635926	4.472645	4.291615	4.049786	3.795098
3.166214	3.635926	4.472645	4.291615	4.049786	3.795098
3.166214	3.635926	4.472645	4.291615	4.049786	3.795098
3.166214	3.635926	4.472645	4.38597	4.049786	3.795098
3.166214	3.635926	4.472645	4.407388	4.049786	3.795098
3.166214	3.635926	4.472645	4.407388	4.049786	3.795098
3.166214	3.635926	4.472645	4.407388	4.049786	3.795098
3.166214	3.635926	4.472645	4.407388	4.049786	3.79758
3.166214	3.635926	4.472645	4.407388	4.049786	3.856698
3.166214	3.635926	4.472645	4.407388	4.049786	3.924909
3.166214	3.635926	4.472645	4.407388	4.049786	3.935155
3.166214	3.635926	4.472645	4.407388	4.049786	3.937862
3.166214	3.635926	4.472645	4.407388	4.049786	3.937862
3.166214	3.700655	4.472645	4.407388	4.049786	3.937862
3.166214	3.755426	4.472645	4.407388	4.097598	3.937862
3.166214	3.760935	4.472645	4.407388	4.126883	3.937862
3.166285	3.762973	4.472645	4.407388	4.138441	3.937862
3.218533	3.762973	4.472645	4.407388	4.193466	3.937862
3.249396	3.762973	4.472645	4.407388	4.237186	3.937862
3.291954	3.762973	4.472645	4.407388	4.250848	3.937862
3.334455	3.762973	4.473401	4.427013	4.26656	3.937862
3.353591	3.762973	4.627283	4.50799	4.272364	3.937862
3.353591	3.762973	4.896219	4.514894	4.272364	3.937862
3.355126	3.762973	5.155713	4.514894	4.272364	3.937862
3.394884	3.762973	5.228356	4.514894	4.272364	3.937862
3.403007	3.762973	5.228356	4.514894	4.272364	3.937862
3.403007	3.762973	5.228356	4.514894	4.272364	3.937862
3.403007	3.762973	5.228356	4.514894	4.272364	3.937862
3.403007	3.762973	5.228356	4.514894	4.272364	3.937862
3.403007	3.767494	5.228356	4.514894	4.272364	3.937862
3.403007	3.855655	5.228356	4.514894	4.272364	3.937862
3.403007	3.946364	5.228356	4.514894	4.272364	4.003631
3.403007	3.951926	5.228356	4.514894	4.272364	4.090221
3.403007	3.951926	5.228356	4.514894	4.272364	4.090221
3.403007	3.951926	5.228356	4.514894	4.272364	4.090221
3.403007	3.951926	5.228356	4.514894	4.272364	4.090221
3.403007	3.951926	5.228356	4.514894	4.272364	4.090221
3.403007	3.951926	5.228356	4.514894	4.272364	4.090221
3.450578	3.951926	5.228356	4.514894	4.272514	4.090221
3.51494	3.951926	5.228356	4.514894	4.280048	4.090221
3.51494	3.951926	5.228356	4.514894	4.280802	4.090221
3.51494	3.951926	5.228356	4.514894	4.280802	4.090221
3.51494	3.951926	5.228356	4.514894	4.280802	4.090221
3.51494	3.951926	5.228356	4.514894	4.280802	4.090221
3.51494	3.951926	5.228356	4.514894	4.280802	4.090221
3.51494	3.951926	5.228356	4.514894	4.280802	4.090221
3.51494	3.951926	5.228356	4.514894	4.280802	4.090221
3.51494	3.951926	5.234991	4.514894	4.280802	4.090221
3.51494	3.951926	5.25324	4.514894	4.280802	4.090221
3.51494	3.951926	5.266137	4.514894	4.280802	4.090221
3.51494	3.951926	5.304647	4.514894	4.280802	4.090221
3.51494	3.951926	5.308675	4.514894	4.280802	4.090221
3.51494	3.951926	5.312341	4.514894	4.280802	4.090221
3.51494	3.951926	5.312601	4.514894	4.280802	4.090221
3.51494	3.951926	5.312601	4.514894	4.280802	4.090221
3.51494	3.951926	5.312601	4.514894	4.280802	4.090221
3.550569	3.951926	5.312601	4.514894	4.280802	4.090221
3.617225	3.951926	5.312601	4.514894	4.280802	4.090221
3.617737	3.951926	5.312601	4.514894	4.280802	4.090221
3.637705	3.951926	5.312601	4.514894	4.280802	4.090221
3.662487	3.951926	5.312601	4.514894	4.280802	4.090221
